 시점 , 자치구 , 발생량 , 재활용 , 재활용-음식물 외 , 재활용-음식물 , 소각 , 매립 , 기타 , 재활용율(음식외) , 재활용율(음식) , 소각율 , 매립율 , 기타율 
" 2,000 ", 서울특별시 ," 11,438 "," 5,148 "," 3,851 "," 1,297 ", 627 ," 5,664 ", - ,34%,11%,5%,50%,0%
" 2,000 ", 종로구 , 439 , 158 , 124 , 34 , 2 , 280 , - ,28%,8%,0%,64%,0%
" 2,000 ", 중구 , 514 , 226 , 131 , 95 , 1 , 287 , - ,26%,18%,0%,56%,0%
" 2,000 ", 용산구 , 346 , 128 , 107 , 21 , 3 , 216 , - ,31%,6%,1%,62%,0%
" 2,000 ", 성동구 , 332 , 117 , 86 , 31 , 7 , 209 , - ,26%,9%,2%,63%,0%
" 2,000 ", 광진구 , 353 , 155 , 113 , 42 , 5 , 193 , - ,32%,12%,1%,55%,0%
" 2,000 ", 동대문구 , 463 , 175 , 122 , 53 , 1 , 287 , - ,26%,11%,0%,62%,0%
" 2,000 ", 중랑구 , 367 , 151 , 107 , 44 , 3 , 213 , - ,29%,12%,1%,58%,0%
" 2,000 ", 성북구 , 449 , 202 , 167 , 35 , 1 , 246 , - ,37%,8%,0%,55%,0%
" 2,000 ", 강북구 , 423 , 240 , 182 , 58 , 1 , 182 , - ,43%,14%,0%,43%,0%
" 2,000 ", 도봉구 , 352 , 205 , 158 , 47 , - , 147 , - ,45%,13%,0%,42%,0%
" 2,000 ", 노원구 , 489 , 233 , 160 , 73 , 245 , 11 , - ,33%,15%,50%,2%,0%
" 2,000 ", 은평구 , 359 , 145 , 116 , 29 , 2 , 212 , - ,32%,8%,0%,59%,0%
" 2,000 ", 서대문구 , 387 , 162 , 133 , 29 , 6 , 220 , - ,34%,7%,1%,57%,0%
" 2,000 ", 마포구 , 438 , 206 , 179 , 27 , 2 , 230 , - ,41%,6%,0%,53%,0%
" 2,000 ", 양천구 , 497 , 247 , 226 , 21 , 235 , 15 , - ,45%,4%,47%,3%,0%
" 2,000 ", 강서구 , 533 , 256 , 215 , 41 , 6 , 271 , - ,40%,8%,1%,51%,0%
" 2,000 ", 구로구 , 352 , 168 , 112 , 56 , 41 , 142 , - ,32%,16%,12%,40%,0%
" 2,000 ", 금천구 , 322 , 163 , 133 , 30 , 6 , 154 , - ,41%,9%,2%,48%,0%
" 2,000 ", 영등포구 , 596 , 218 , 155 , 63 , 1 , 378 , - ,26%,11%,0%,63%,0%
" 2,000 ", 동작구 , 388 , 166 , 126 , 40 , 4 , 218 , - ,32%,10%,1%,56%,0%
" 2,000 ", 관악구 , 449 , 166 , 130 , 36 , 6 , 277 , - ,29%,8%,1%,62%,0%
" 2,000 ", 서초구 , 516 , 219 , 134 , 85 , 6 , 290 , - ,26%,17%,1%,56%,0%
" 2,000 ", 강남구 , 794 , 377 , 207 , 170 , 32 , 385 , - ,26%,21%,4%,48%,0%
" 2,000 ", 송파구 , 814 , 408 , 334 , 74 , 5 , 401 , - ,41%,9%,1%,49%,0%
" 2,000 ", 강동구 , 467 , 259 , 194 , 65 , 6 , 201 , - ,42%,14%,1%,43%,0%
" 2,001 ", 서울특별시 ," 11,968 "," 5,682 "," 3,968 "," 1,714 ", 822 ," 5,464 ", - ,33%,14%,7%,46%,0%
" 2,001 ", 종로구 , 446 , 151 , 91 , 60 , 6 , 289 , - ,20%,13%,1%,65%,0%
" 2,001 ", 중구 , 587 , 282 , 189 , 94 , 1 , 304 , - ,32%,16%,0%,52%,0%
" 2,001 ", 용산구 , 351 , 133 , 97 , 36 , 1 , 217 , - ,28%,10%,0%,62%,0%
" 2,001 ", 성동구 , 344 , 143 , 90 , 52 , 13 , 188 , - ,26%,15%,4%,55%,0%
" 2,001 ", 광진구 , 357 , 133 , 87 , 46 , 6 , 219 , - ,24%,13%,2%,61%,0%
" 2,001 ", 동대문구 , 486 , 190 , 117 , 74 , 1 , 294 , - ,24%,15%,0%,61%,0%
" 2,001 ", 중랑구 , 335 , 126 , 86 , 40 , 3 , 206 , - ,26%,12%,1%,61%,0%
" 2,001 ", 성북구 , 505 , 257 , 187 , 70 , 1 , 247 , - ,37%,14%,0%,49%,0%
" 2,001 ", 강북구 , 429 , 238 , 178 , 60 , 1 , 190 , - ,41%,14%,0%,44%,0%
" 2,001 ", 도봉구 , 298 , 147 , 107 , 40 , - , 151 , - ,36%,13%,0%,51%,0%
" 2,001 ", 노원구 , 484 , 252 , 148 , 104 , 220 , 13 , - ,30%,22%,45%,3%,0%
" 2,001 ", 은평구 , 387 , 172 , 120 , 52 , 3 , 212 , - ,31%,13%,1%,55%,0%
" 2,001 ", 서대문구 , 372 , 138 , 109 , 29 , 4 , 231 , - ,29%,8%,1%,62%,0%
" 2,001 ", 마포구 , 437 , 204 , 161 , 43 , 2 , 231 , - ,37%,10%,1%,53%,0%
" 2,001 ", 양천구 , 582 , 329 , 303 , 26 , 228 , 25 , - ,52%,5%,39%,4%,0%
" 2,001 ", 강서구 , 568 , 287 , 240 , 47 , 11 , 269 , - ,42%,8%,2%,47%,0%
" 2,001 ", 구로구 , 405 , 216 , 143 , 73 , 119 , 71 , - ,35%,18%,29%,17%,0%
" 2,001 ", 금천구 , 365 , 205 , 155 , 50 , 8 , 152 , - ,42%,14%,2%,42%,0%
" 2,001 ", 영등포구 , 628 , 226 , 162 , 64 , 7 , 395 , - ,26%,10%,1%,63%,0%
" 2,001 ", 동작구 , 427 , 185 , 142 , 43 , 2 , 240 , - ,33%,10%,1%,56%,0%
" 2,001 ", 관악구 , 501 , 173 , 134 , 39 , 8 , 320 , - ,27%,8%,2%,64%,0%
" 2,001 ", 서초구 , 521 , 232 , 124 , 107 , 7 , 282 , - ,24%,21%,1%,54%,0%
" 2,001 ", 강남구 , 799 , 511 , 242 , 269 , 159 , 130 , - ,30%,34%,20%,16%,0%
" 2,001 ", 송파구 , 849 , 453 , 335 , 118 , 3 , 393 , - ,39%,14%,0%,46%,0%
" 2,001 ", 강동구 , 506 , 301 , 223 , 79 , 7 , 197 , - ,44%,16%,1%,39%,0%
" 2,002 ", 서울특별시 ," 12,052 "," 5,852 "," 4,094 "," 1,758 ", 775 ," 5,426 ", - ,34%,15%,6%,45%,0%
" 2,002 ", 종로구 , 456 , 179 , 120 , 60 , 6 , 271 , - ,26%,13%,1%,59%,0%
" 2,002 ", 중구 , 550 , 242 , 150 , 92 , 1 , 307 , - ,27%,17%,0%,56%,0%
" 2,002 ", 용산구 , 351 , 138 , 98 , 40 , - , 213 , - ,28%,11%,0%,61%,0%
" 2,002 ", 성동구 , 372 , 172 , 119 , 52 , 15 , 186 , - ,32%,14%,4%,50%,0%
" 2,002 ", 광진구 , 475 , 248 , 202 , 45 , 8 , 220 , - ,43%,10%,2%,46%,0%
" 2,002 ", 동대문구 , 487 , 186 , 115 , 71 , 2 , 299 , - ,24%,15%,0%,61%,0%
" 2,002 ", 중랑구 , 340 , 139 , 102 , 37 , 6 , 195 , - ,30%,11%,2%,57%,0%
" 2,002 ", 성북구 , 473 , 214 , 164 , 50 , 4 , 254 , - ,35%,11%,1%,54%,0%
" 2,002 ", 강북구 , 432 , 233 , 179 , 53 , 0 , 199 , - ,41%,12%,0%,46%,0%
" 2,002 ", 도봉구 , 257 , 102 , 60 , 41 , - , 156 , - ,23%,16%,0%,60%,0%
" 2,002 ", 노원구 , 489 , 288 , 160 , 128 , 185 , 16 , - ,33%,26%,38%,3%,0%
" 2,002 ", 은평구 , 405 , 179 , 124 , 55 , 3 , 223 , - ,31%,14%,1%,55%,0%
" 2,002 ", 서대문구 , 384 , 145 , 112 , 33 , 7 , 232 , - ,29%,9%,2%,60%,0%
" 2,002 ", 마포구 , 437 , 204 , 163 , 41 , 5 , 228 , - ,37%,9%,1%,52%,0%
" 2,002 ", 양천구 , 466 , 254 , 195 , 59 , 192 , 20 , - ,42%,13%,41%,4%,0%
" 2,002 ", 강서구 , 560 , 296 , 248 , 47 , 7 , 257 , - ,44%,8%,1%,46%,0%
" 2,002 ", 구로구 , 426 , 232 , 163 , 69 , 103 , 91 , - ,38%,16%,24%,21%,0%
" 2,002 ", 금천구 , 343 , 189 , 146 , 43 , 9 , 146 , - ,42%,13%,3%,43%,0%
" 2,002 ", 영등포구 , 670 , 252 , 192 , 60 , 10 , 408 , - ,29%,9%,1%,61%,0%
" 2,002 ", 동작구 , 441 , 191 , 153 , 39 , 8 , 242 , - ,35%,9%,2%,55%,0%
" 2,002 ", 관악구 , 521 , 217 , 180 , 37 , 9 , 295 , - ,35%,7%,2%,57%,0%
" 2,002 ", 서초구 , 496 , 224 , 117 , 108 , 9 , 262 , - ,24%,22%,2%,53%,0%
" 2,002 ", 강남구 , 861 , 568 , 295 , 273 , 163 , 131 , - ,34%,32%,19%,15%,0%
" 2,002 ", 송파구 , 822 , 462 , 329 , 133 , 11 , 350 , - ,40%,16%,1%,43%,0%
" 2,002 ", 강동구 , 538 , 300 , 207 , 93 , 13 , 225 , - ,38%,17%,2%,42%,0%
" 2,003 ", 서울특별시 ," 12,058 "," 6,176 "," 4,134 "," 2,042 ", 765 ," 5,117 ", - ,34%,17%,6%,42%,0%
" 2,003 ", 종로구 , 479 , 220 , 156 , 65 , 6 , 253 , - ,32%,13%,1%,53%,0%
" 2,003 ", 중구 , 547 , 260 , 150 , 109 , 2 , 285 , - ,28%,20%,0%,52%,0%
" 2,003 ", 용산구 , 346 , 136 , 96 , 39 , 10 , 201 , - ,28%,11%,3%,58%,0%
" 2,003 ", 성동구 , 389 , 203 , 139 , 64 , 9 , 177 , - ,36%,17%,2%,45%,0%
" 2,003 ", 광진구 , 465 , 285 , 229 , 56 , 9 , 171 , - ,49%,12%,2%,37%,0%
" 2,003 ", 동대문구 , 512 , 209 , 151 , 58 , 6 , 297 , - ,29%,11%,1%,58%,0%
" 2,003 ", 중랑구 , 340 , 142 , 107 , 36 , 11 , 187 , - ,31%,10%,3%,55%,0%
" 2,003 ", 성북구 , 445 , 204 , 148 , 55 , 5 , 237 , - ,33%,12%,1%,53%,0%
" 2,003 ", 강북구 , 388 , 192 , 153 , 38 , 2 , 194 , - ,40%,10%,0%,50%,0%
" 2,003 ", 도봉구 , 287 , 129 , 79 , 49 , - , 158 , - ,28%,17%,0%,55%,0%
" 2,003 ", 노원구 , 490 , 303 , 158 , 145 , 169 , 18 , - ,32%,30%,34%,4%,0%
" 2,003 ", 은평구 , 383 , 154 , 95 , 59 , 3 , 226 , - ,25%,15%,1%,59%,0%
" 2,003 ", 서대문구 , 398 , 171 , 130 , 41 , 7 , 220 , - ,33%,10%,2%,55%,0%
" 2,003 ", 마포구 , 461 , 239 , 196 , 43 , 3 , 220 , - ,43%,9%,1%,48%,0%
" 2,003 ", 양천구 , 432 , 254 , 151 , 103 , 149 , 30 , - ,35%,24%,34%,7%,0%
" 2,003 ", 강서구 , 594 , 358 , 279 , 79 , 12 , 224 , - ,47%,13%,2%,38%,0%
" 2,003 ", 구로구 , 444 , 259 , 176 , 84 , 112 , 73 , - ,40%,19%,25%,16%,0%
" 2,003 ", 금천구 , 342 , 200 , 147 , 53 , 10 , 132 , - ,43%,15%,3%,39%,0%
" 2,003 ", 영등포구 , 686 , 273 , 209 , 64 , 7 , 406 , - ,30%,9%,1%,59%,0%
" 2,003 ", 동작구 , 420 , 191 , 138 , 53 , 12 , 217 , - ,33%,13%,3%,52%,0%
" 2,003 ", 관악구 , 563 , 280 , 238 , 42 , 13 , 270 , - ,42%,7%,2%,48%,0%
" 2,003 ", 서초구 , 445 , 189 , 79 , 110 , 9 , 247 , - ,18%,25%,2%,55%,0%
" 2,003 ", 강남구 , 875 , 557 , 267 , 290 , 170 , 149 , - ,31%,33%,19%,17%,0%
" 2,003 ", 송파구 , 898 , 546 , 324 , 222 , 24 , 328 , - ,36%,25%,3%,37%,0%
" 2,003 ", 강동구 , 429 , 223 , 138 , 85 , 6 , 200 , - ,32%,20%,1%,46%,0%
" 2,004 ", 서울특별시 ," 11,673 "," 6,426 "," 3,776 "," 2,650 ", 749 ," 4,498 ", - ,32%,23%,6%,39%,0%
" 2,004 ", 종로구 , 499 , 270 , 170 , 100 , 7 , 222 , - ,34%,20%,1%,45%,0%
" 2,004 ", 중구 , 513 , 241 , 139 , 103 , 2 , 269 , - ,27%,20%,0%,53%,0%
" 2,004 ", 용산구 , 343 , 139 , 81 , 58 , 9 , 196 , - ,23%,17%,3%,57%,0%
" 2,004 ", 성동구 , 340 , 170 , 94 , 76 , 6 , 164 , - ,28%,22%,2%,48%,0%
" 2,004 ", 광진구 , 471 , 305 , 232 , 73 , 8 , 158 , - ,49%,16%,2%,34%,0%
" 2,004 ", 동대문구 , 552 , 276 , 188 , 89 , 6 , 270 , - ,34%,16%,1%,49%,0%
" 2,004 ", 중랑구 , 320 , 164 , 91 , 73 , 6 , 150 , - ,29%,23%,2%,47%,0%
" 2,004 ", 성북구 , 429 , 217 , 131 , 86 , 12 , 201 , - ,31%,20%,3%,47%,0%
" 2,004 ", 강북구 , 375 , 200 , 121 , 79 , 5 , 170 , - ,32%,21%,1%,45%,0%
" 2,004 ", 도봉구 , 242 , 125 , 53 , 72 , - , 117 , - ,22%,30%,0%,48%,0%
" 2,004 ", 노원구 , 473 , 305 , 157 , 149 , 163 , 5 , - ,33%,31%,34%,1%,0%
" 2,004 ", 은평구 , 348 , 142 , 67 , 75 , 3 , 203 , - ,19%,22%,1%,58%,0%
" 2,004 ", 서대문구 , 379 , 171 , 107 , 64 , 4 , 204 , - ,28%,17%,1%,54%,0%
" 2,004 ", 마포구 , 471 , 255 , 158 , 97 , 15 , 200 , - ,34%,21%,3%,43%,0%
" 2,004 ", 양천구 , 471 , 315 , 192 , 123 , 138 , 18 , - ,41%,26%,29%,4%,0%
" 2,004 ", 강서구 , 510 , 300 , 187 , 113 , 12 , 199 , - ,37%,22%,2%,39%,0%
" 2,004 ", 구로구 , 386 , 228 , 143 , 85 , 112 , 46 , - ,37%,22%,29%,12%,0%
" 2,004 ", 금천구 , 325 , 192 , 140 , 52 , 6 , 127 , - ,43%,16%,2%,39%,0%
" 2,004 ", 영등포구 , 658 , 317 , 184 , 134 , 7 , 334 , - ,28%,20%,1%,51%,0%
" 2,004 ", 동작구 , 406 , 219 , 129 , 90 , 10 , 176 , - ,32%,22%,2%,44%,0%
" 2,004 ", 관악구 , 583 , 337 , 234 , 103 , 10 , 236 , - ,40%,18%,2%,41%,0%
" 2,004 ", 서초구 , 412 , 177 , 46 , 130 , 9 , 226 , - ,11%,32%,2%,55%,0%
" 2,004 ", 강남구 , 835 , 541 , 242 , 299 , 168 , 126 , - ,29%,36%,20%,15%,0%
" 2,004 ", 송파구 , 882 , 565 , 338 , 227 , 17 , 300 , - ,38%,26%,2%,34%,0%
" 2,004 ", 강동구 , 451 , 256 , 155 , 101 , 13 , 182 , - ,34%,22%,3%,40%,0%
" 2,005 ", 서울특별시 ," 11,170 "," 7,187 "," 3,999 "," 3,189 "," 1,139 "," 2,844 ", - ,36%,29%,10%,25%,0%
" 2,005 ", 종로구 , 565 , 397 , 269 , 127 , 7 , 161 , - ,48%,23%,1%,29%,0%
" 2,005 ", 중구 , 485 , 270 , 129 , 141 , 154 , 62 , - ,27%,29%,32%,13%,0%
" 2,005 ", 용산구 , 301 , 174 , 72 , 102 , 94 , 33 , - ,24%,34%,31%,11%,0%
" 2,005 ", 성동구 , 302 , 170 , 87 , 83 , 9 , 123 , - ,29%,27%,3%,41%,0%
" 2,005 ", 광진구 , 410 , 303 , 198 , 104 , 10 , 98 , - ,48%,25%,2%,24%,0%
" 2,005 ", 동대문구 , 524 , 340 , 226 , 113 , 10 , 174 , - ,43%,22%,2%,33%,0%
" 2,005 ", 중랑구 , 343 , 221 , 141 , 81 , 6 , 116 , - ,41%,23%,2%,34%,0%
" 2,005 ", 성북구 , 399 , 247 , 157 , 90 , 14 , 139 , - ,39%,23%,4%,35%,0%
" 2,005 ", 강북구 , 354 , 237 , 153 , 83 , - , 117 , - ,43%,24%,0%,33%,0%
" 2,005 ", 도봉구 , 230 , 141 , 54 , 87 , - , 89 , - ,23%,38%,0%,39%,0%
" 2,005 ", 노원구 , 452 , 294 , 139 , 155 , 155 , 3 , - ,31%,34%,34%,1%,0%
" 2,005 ", 은평구 , 331 , 189 , 103 , 86 , 4 , 138 , - ,31%,26%,1%,42%,0%
" 2,005 ", 서대문구 , 349 , 208 , 110 , 98 , 7 , 134 , - ,31%,28%,2%,38%,0%
" 2,005 ", 마포구 , 444 , 305 , 208 , 98 , 111 , 27 , - ,47%,22%,25%,6%,0%
" 2,005 ", 양천구 , 447 , 309 , 183 , 126 , 135 , 3 , - ,41%,28%,30%,1%,0%
" 2,005 ", 강서구 , 508 , 338 , 165 , 174 , 16 , 154 , - ,32%,34%,3%,30%,0%
" 2,005 ", 구로구 , 417 , 246 , 146 , 100 , 123 , 47 , - ,35%,24%,30%,11%,0%
" 2,005 ", 금천구 , 313 , 207 , 142 , 65 , 5 , 101 , - ,46%,21%,2%,32%,0%
" 2,005 ", 영등포구 , 560 , 345 , 164 , 181 , 4 , 211 , - ,29%,32%,1%,38%,0%
" 2,005 ", 동작구 , 363 , 230 , 123 , 107 , 6 , 126 , - ,34%,30%,2%,35%,0%
" 2,005 ", 관악구 , 551 , 362 , 244 , 118 , 16 , 173 , - ,44%,21%,3%,31%,0%
" 2,005 ", 서초구 , 394 , 200 , 40 , 161 , 10 , 184 , - ,10%,41%,3%,47%,0%
" 2,005 ", 강남구 , 824 , 543 , 238 , 305 , 213 , 68 , - ,29%,37%,26%,8%,0%
" 2,005 ", 송파구 , 869 , 633 , 341 , 292 , 13 , 223 , - ,39%,34%,2%,26%,0%
" 2,005 ", 강동구 , 438 , 281 , 168 , 113 , 16 , 140 , - ,38%,26%,4%,32%,0%
" 2,006 ", 서울특별시 ," 11,420 "," 7,346 "," 4,073 "," 3,273 "," 1,242 "," 2,832 ", - ,36%,29%,11%,25%,0%
" 2,006 ", 종로구 , 443 , 272 , 151 , 121 , 6 , 165 , - ,34%,27%,1%,37%,0%
" 2,006 ", 중구 , 499 , 278 , 128 , 150 , 183 , 39 , - ,26%,30%,37%,8%,0%
" 2,006 ", 용산구 , 326 , 173 , 83 , 90 , 124 , 29 , - ,26%,27%,38%,9%,0%
" 2,006 ", 성동구 , 323 , 193 , 108 , 85 , 5 , 125 , - ,33%,26%,1%,39%,0%
" 2,006 ", 광진구 , 438 , 308 , 205 , 104 , 14 , 116 , - ,47%,24%,3%,26%,0%
" 2,006 ", 동대문구 , 538 , 364 , 248 , 116 , 11 , 164 , - ,46%,22%,2%,30%,0%
" 2,006 ", 중랑구 , 340 , 184 , 104 , 80 , 9 , 147 , - ,31%,24%,3%,43%,0%
" 2,006 ", 성북구 , 394 , 246 , 150 , 97 , 8 , 139 , - ,38%,25%,2%,35%,0%
" 2,006 ", 강북구 , 350 , 236 , 155 , 81 , 7 , 108 , - ,44%,23%,2%,31%,0%
" 2,006 ", 도봉구 , 416 , 323 , 219 , 105 , 5 , 88 , - ,53%,25%,1%,21%,0%
" 2,006 ", 노원구 , 450 , 296 , 138 , 157 , 151 , 3 , - ,31%,35%,34%,1%,0%
" 2,006 ", 은평구 , 319 , 173 , 88 , 85 , 8 , 138 , - ,28%,27%,3%,43%,0%
" 2,006 ", 서대문구 , 348 , 198 , 106 , 92 , 9 , 141 , - ,30%,26%,3%,41%,0%
" 2,006 ", 마포구 , 431 , 277 , 175 , 103 , 122 , 32 , - ,41%,24%,28%,7%,0%
" 2,006 ", 양천구 , 463 , 320 , 188 , 132 , 132 , 11 , - ,41%,28%,28%,2%,0%
" 2,006 ", 강서구 , 445 , 283 , 95 , 189 , 13 , 149 , - ,21%,42%,3%,33%,0%
" 2,006 ", 구로구 , 440 , 280 , 171 , 109 , 134 , 26 , - ,39%,25%,30%,6%,0%
" 2,006 ", 금천구 , 302 , 194 , 128 , 66 , 9 , 99 , - ,42%,22%,3%,33%,0%
" 2,006 ", 영등포구 , 540 , 354 , 163 , 191 , 6 , 180 , - ,30%,35%,1%,33%,0%
" 2,006 ", 동작구 , 373 , 235 , 127 , 107 , 7 , 131 , - ,34%,29%,2%,35%,0%
" 2,006 ", 관악구 , 582 , 380 , 250 , 130 , 6 , 196 , - ,43%,22%,1%,34%,0%
" 2,006 ", 서초구 , 557 , 358 , 186 , 173 , 9 , 190 , - ,33%,31%,2%,34%,0%
" 2,006 ", 강남구 , 800 , 520 , 210 , 311 , 233 , 47 , - ,26%,39%,29%,6%,0%
" 2,006 ", 송파구 , 885 , 640 , 351 , 289 , 19 , 226 , - ,40%,33%,2%,26%,0%
" 2,006 ", 강동구 , 419 , 262 , 149 , 113 , 14 , 143 , - ,36%,27%,3%,34%,0%
" 2,007 ", 서울특별시 ," 11,525 "," 7,446 "," 4,095 "," 3,350 "," 1,673 "," 2,406 ", - ,36%,29%,15%,21%,0%
" 2,007 ", 종로구 , 467 , 300 , 175 , 125 , 7 , 160 , - ,38%,27%,1%,34%,0%
" 2,007 ", 중구 , 502 , 278 , 137 , 141 , 196 , 29 , - ,27%,28%,39%,6%,0%
" 2,007 ", 용산구 , 286 , 148 , 64 , 84 , 111 , 27 , - ,22%,29%,39%,10%,0%
" 2,007 ", 성동구 , 300 , 183 , 97 , 86 , 21 , 96 , - ,32%,29%,7%,32%,0%
" 2,007 ", 광진구 , 357 , 226 , 131 , 95 , 42 , 89 , - ,37%,27%,12%,25%,0%
" 2,007 ", 동대문구 , 487 , 325 , 211 , 114 , 1 , 161 , - ,43%,23%,0%,33%,0%
" 2,007 ", 중랑구 , 359 , 170 , 89 , 81 , 71 , 118 , - ,25%,22%,20%,33%,0%
" 2,007 ", 성북구 , 417 , 285 , 180 , 105 , 43 , 90 , - ,43%,25%,10%,22%,0%
" 2,007 ", 강북구 , 346 , 231 , 146 , 85 , 41 , 75 , - ,42%,24%,12%,22%,0%
" 2,007 ", 도봉구 , 413 , 323 , 224 , 99 , 28 , 62 , - ,54%,24%,7%,15%,0%
" 2,007 ", 노원구 , 441 , 287 , 123 , 165 , 148 , 7 , - ,28%,37%,33%,2%,0%
" 2,007 ", 은평구 , 295 , 148 , 61 , 87 , 9 , 138 , - ,21%,29%,3%,47%,0%
" 2,007 ", 서대문구 , 293 , 149 , 58 , 91 , 9 , 135 , - ,20%,31%,3%,46%,0%
" 2,007 ", 마포구 , 434 , 282 , 166 , 116 , 124 , 29 , - ,38%,27%,28%,7%,0%
" 2,007 ", 양천구 , 624 , 482 , 340 , 141 , 128 , 15 , - ,55%,23%,21%,2%,0%
" 2,007 ", 강서구 , 538 , 339 , 149 , 191 , 95 , 104 , - ,28%,35%,18%,19%,0%
" 2,007 ", 구로구 , 436 , 283 , 173 , 110 , 128 , 25 , - ,40%,25%,29%,6%,0%
" 2,007 ", 금천구 , 317 , 201 , 129 , 72 , 22 , 94 , - ,41%,23%,7%,30%,0%
" 2,007 ", 영등포구 , 562 , 361 , 164 , 197 , 68 , 134 , - ,29%,35%,12%,24%,0%
" 2,007 ", 동작구 , 364 , 218 , 103 , 115 , 27 , 120 , - ,28%,31%,7%,33%,0%
" 2,007 ", 관악구 , 569 , 387 , 253 , 134 , 14 , 169 , - ,45%,24%,2%,30%,0%
" 2,007 ", 서초구 , 564 , 362 , 165 , 196 , 42 , 160 , - ,29%,35%,7%,28%,0%
" 2,007 ", 강남구 , 838 , 531 , 201 , 330 , 246 , 61 , - ,24%,39%,29%,7%,0%
" 2,007 ", 송파구 , 930 , 709 , 426 , 283 , 32 , 189 , - ,46%,30%,3%,20%,0%
" 2,007 ", 강동구 , 386 , 241 , 132 , 109 , 23 , 122 , - ,34%,28%,6%,32%,0%
" 2,008 ", 서울특별시 ," 11,447 "," 7,509 "," 4,104 "," 3,405 "," 2,027 "," 1,910 ", - ,36%,30%,18%,17%,0%
" 2,008 ", 종로구 , 433 , 273 , 151 , 122 , 8 , 151 , - ,35%,28%,2%,35%,0%
" 2,008 ", 중구 , 621 , 405 , 262 , 144 , 185 , 31 , - ,42%,23%,30%,5%,0%
" 2,008 ", 용산구 , 284 , 7 , 63 , 86 , 112 , 24 , - ,22%,30%,39%,8%,0%
" 2,008 ", 성동구 , 301 , 180 , 95 , 85 , 72 , 49 , - ,32%,28%,24%,16%,0%
" 2,008 ", 광진구 , 376 , 246 , 151 , 95 , 89 , 41 , - ,40%,25%,24%,11%,0%
" 2,008 ", 동대문구 , 422 , 263 , 180 , 83 , 9 , 150 , - ,43%,20%,2%,36%,0%
" 2,008 ", 중랑구 , 292 , 169 , 92 , 77 , 76 , 47 , - ,32%,26%,26%,16%,0%
" 2,008 ", 성북구 , 425 , 284 , 182 , 102 , 91 , 51 , - ,43%,24%,21%,12%,0%
" 2,008 ", 강북구 , 327 , 232 , 144 , 88 , 54 , 41 , - ,44%,27%,17%,13%,0%
" 2,008 ", 도봉구 , 398 , 311 , 211 , 101 , 49 , 38 , - ,53%,25%,12%,9%,0%
" 2,008 ", 노원구 , 420 , 272 , 105 , 168 , 119 , 29 , - ,25%,40%,28%,7%,0%
" 2,008 ", 은평구 , 286 , 139 , 55 , 84 , 26 , 121 , - ,19%,29%,9%,42%,0%
" 2,008 ", 서대문구 , 268 , 139 , 50 , 90 , 9 , 120 , - ,19%,33%,3%,45%,0%
" 2,008 ", 마포구 , 417 , 269 , 145 , 124 , 123 , 25 , - ,35%,30%,30%,6%,0%
" 2,008 ", 양천구 , 505 , 339 , 186 , 153 , 110 , 57 , - ,37%,30%,22%,11%,0%
" 2,008 ", 강서구 , 521 , 378 , 173 , 205 , 89 , 54 , - ,33%,39%,17%,10%,0%
" 2,008 ", 구로구 , 442 , 295 , 181 , 114 , 129 , 18 , - ,41%,26%,29%,4%,0%
" 2,008 ", 금천구 , 222 , 134 , 55 , 78 , 5 , 84 , - ,25%,35%,2%,38%,0%
" 2,008 ", 영등포구 , 600 , 412 , 202 , 210 , 91 , 97 , - ,34%,35%,15%,16%,0%
" 2,008 ", 동작구 , 401 , 224 , 102 , 123 , 71 , 106 , - ,25%,31%,18%,26%,0%
" 2,008 ", 관악구 , 540 , 385 , 257 , 129 , 8 , 147 , - ,48%,24%,1%,27%,0%
" 2,008 ", 서초구 , 571 , 381 , 186 , 194 , 119 , 71 , - ,33%,34%,21%,12%,0%
" 2,008 ", 강남구 , 943 , 582 , 240 , 342 , 193 , 168 , - ,25%,36%,20%,18%,0%
" 2,008 ", 송파구 , 936 , 696 , 398 , 298 , 132 , 108 , - ,43%,32%,14%,12%,0%
" 2,008 ", 강동구 , 496 , 351 , 239 , 112 , 62 , 84 , - ,48%,22%,12%,17%,0%
" 2,009 ", 서울특별시 ," 11,337 "," 7,722 "," 4,274 "," 3,447 "," 2,135 "," 1,480 ", - ,38%,30%,19%,13%,0%
" 2,009 ", 종로구 , 385 , 243 , 122 , 121 , 99 , 44 , - ,32%,31%,26%,11%,0%
" 2,009 ", 중구 , 487 , 291 , 147 , 143 , 155 , 41 , - ,30%,29%,32%,8%,0%
" 2,009 ", 용산구 , 327 , 217 , 124 , 93 , 91 , 19 , - ,38%,29%,28%,6%,0%
" 2,009 ", 성동구 , 313 , 201 , 116 , 85 , 86 , 25 , - ,37%,27%,27%,8%,0%
" 2,009 ", 광진구 , 383 , 278 , 179 , 100 , 89 , 15 , - ,47%,26%,23%,4%,0%
" 2,009 ", 동대문구 , 378 , 239 , 148 , 91 , - , 139 , - ,39%,24%,0%,37%,0%
" 2,009 ", 중랑구 , 394 , 286 , 211 , 75 , 87 , 21 , - ,54%,19%,22%,5%,0%
" 2,009 ", 성북구 , 402 , 281 , 177 , 104 , 102 , 18 , - ,44%,26%,25%,5%,0%
" 2,009 ", 강북구 , 316 , 223 , 134 , 90 , 76 , 16 , - ,42%,28%,24%,5%,0%
